se_name	mesh_id	mesh_term	map_type	se_name_check	drug_count	check
Neural tube defect	D009436	Neural Tube Defects	UMLS_MEDDRA	Neural tube defect	1	TRUE
Neuroectodermal neoplasm	D017599	Neuroectodermal Tumors	MM_CUI	Neuroectodermal neoplasm	1	TRUE
Neurofibroma	D009455	Neurofibroma	TERM_MATCH	Neurofibroma	1	TRUE
Neurofibromatosis	D017253	Neurofibromatoses	UMLS_MEDDRA	Neurofibromatosis	1	TRUE
Neurological disorders NEC			FUZZY_MATCH	Neurological disorders NEC	1	TRUE
Neurological examination abnormal				Neurological examination abnormal	1	TRUE
Neuromuscular toxicity				Neuromuscular toxicity	1	TRUE
Neurotransmitter level altered			FUZZY_MATCH	Neurotransmitter level altered	1	TRUE
Neutropenia aggravated	D009503	Neutropenia	REVERSE SUBSTRING MATCH	Neutropenia aggravated	1	TRUE
Neutrophil percentage increased				Neutrophil percentage increased	1	TRUE
Neutrophilic dermatosis				Neutrophilic dermatosis	1	TRUE
Nicotine dependence	D014029	Tobacco Use Disorder	LOOKUP_EXACT_UMLS_TERM	Nicotine dependence	1	TRUE
Nicotine poisoning	D011041	Poisoning	REVERSE SUBSTRING MATCH	Nicotine poisoning	1	TRUE
Nicotinic acid deficiency	D010383	Pellagra	MM_CUI	Nicotinic acid deficiency	1	TRUE
Nicotinic effects	D018678	Cholinergic Agents	LOOKUP_EXACT_UMLS_TERM	Nicotinic effects	1	TRUE
Nocardiosis	D009617	Nocardia Infections	CUI_MATCH	Nocardiosis	1	TRUE
Nocturia aggravated	D053158	Nocturia	REVERSE SUBSTRING MATCH	Nocturia aggravated	1	TRUE
Nocturnal emission				Nocturnal emission	1	TRUE
Non-accidental injury	D014947	Wounds and Injuries	REVERSE SUBSTRING MATCH	Non-accidental injury	1	TRUE
Non-small cell lung cancer	D002289	Carcinoma, Non-Small-Cell Lung	CUI_MATCH	Non-small cell lung cancer	1	TRUE
Nonconvulsive status epilepticus	D013226	Status Epilepticus	REVERSE SUBSTRING MATCH	Nonconvulsive status epilepticus	1	TRUE
Noninfectious peritonitis	D010538	Peritonitis	REVERSE SUBSTRING MATCH	Noninfectious peritonitis	1	TRUE
Nose infection NOS	D003141	Communicable Diseases	REVERSE SUBSTRING MATCH	Nose infection NOS	1	TRUE
Numbness in leg	D006987	Hypesthesia	REVERSE SUBSTRING MATCH	Numbness in leg	1	TRUE
Obnubilation				Obnubilation	1	TRUE
Obsessional neurosis	D009497	Neurotic Disorders	REVERSE SUBSTRING MATCH	Obsessional neurosis	1	TRUE
Obstetric procedure complication				Obstetric procedure complication	1	TRUE
Obstructive sleep apnea syndrome	D020181	Sleep Apnea, Obstructive	UMLS_MEDDRA	Obstructive sleep apnea syndrome	1	TRUE
Occipital headache	D006261	Headache	REVERSE SUBSTRING MATCH	Occipital headache	1	TRUE
Occipital neuralgia	D009437	Neuralgia	REVERSE SUBSTRING MATCH	Occipital neuralgia	1	TRUE
Ochronosis	D009794	Ochronosis	TERM_MATCH	Ochronosis	1	TRUE
Ocular sensation disorders	D012678	Sensation Disorders	REVERSE SUBSTRING MATCH	Ocular sensation disorders	1	TRUE
Ocular vascular disorder				Ocular vascular disorder	1	TRUE
Oculo-respiratory syndrome				Oculo-respiratory syndrome	1	TRUE
Oculomucocutaneous syndrome				Oculomucocutaneous syndrome	1	TRUE
Oculorespiratory syndrome				Oculorespiratory syndrome	1	TRUE
Oedema labial genital	D004487	Edema	REVERSE SUBSTRING MATCH	Oedema labial genital	1	TRUE
Oesophageal atresia	D004933	Esophageal Atresia	CUI_MATCH	Oesophageal atresia	1	TRUE
Oesophageal discomfort	D002637	Chest Pain	REVERSE SUBSTRING MATCH	Oesophageal discomfort	1	TRUE
Oesophageal irritation				Oesophageal irritation	1	TRUE
Oesophageal neoplasm	D004938	Esophageal Neoplasms	UMLS_MEDDRA	Oesophageal neoplasm	1	TRUE
Oesophageal oedema	D004487	Edema	REVERSE SUBSTRING MATCH	Oesophageal oedema	1	TRUE
Oesophageal reflux aggravated				Oesophageal reflux aggravated	1	TRUE
Oesophageal rupture				Oesophageal rupture	1	TRUE
Oesophageal varices haemorrhage	D006470	Hemorrhage	REVERSE SUBSTRING MATCH	Oesophageal varices haemorrhage	1	TRUE
Olecranon bursitis	D002062	Bursitis	REVERSE SUBSTRING MATCH	Olecranon bursitis	1	TRUE
Onychia				Onychia	1	TRUE
Operative bleeding			FUZZY_MATCH	Operative bleeding	1	TRUE
Oppositional				Oppositional	1	TRUE
Optic disc vascular disorder				Optic disc vascular disorder	1	TRUE
Oral mucosa erosion				Oral mucosa erosion	1	TRUE
Oral mucosa sore				Oral mucosa sore	1	TRUE
Oral mucosal irritation				Oral mucosal irritation	1	TRUE
Oral neoplasm benign	D009062	Mouth Neoplasms	REVERSE SUBSTRING MATCH	Oral neoplasm benign	1	TRUE
Oral papilloma	D010212	Papilloma	REVERSE SUBSTRING MATCH	Oral papilloma	1	TRUE
Oral pustule				Oral pustule	1	TRUE
Oral toxicity				Oral toxicity	1	TRUE
Oropharyngeal squamous cell carcinoma	D000077195		LOOKUP_EXACT_UMLS_TERM_2023	Oropharyngeal squamous cell carcinoma	1	TRUE
Orthostatic collapse				Orthostatic collapse	1	TRUE
Orthostatic dysregulation				Orthostatic dysregulation	1	TRUE
Osmolality increased	D009994	Osmolar Concentration	LOOKUP_TRIMMED_UMLS_TERM	Osmolality increased	1	TRUE
Osteitis	D010000	Osteitis	TERM_MATCH	Osteitis	1	TRUE
Osteoarthritis aggravated	D010003	Osteoarthritis	REVERSE SUBSTRING MATCH	Osteoarthritis aggravated	1	TRUE
Osteoarticular pain	D010146	Pain	REVERSE SUBSTRING MATCH	Osteoarticular pain	1	TRUE
Osteocalcin increased	D015675	Osteocalcin	LOOKUP_TRIMMED_UMLS_TERM	Osteocalcin increased	1	TRUE
Osteodystrophy	D012080	Chronic Kidney Disease-Mineral and Bone Disorder	DATASETS_XREF	Osteodystrophy	1	TRUE
Osteogenesis imperfecta	D010013	Osteogenesis Imperfecta	EFO_MAP	Osteogenesis imperfecta	1	TRUE
Osteolysis	D010014	Osteolysis	LOOKUP_EXACT_UMLS_TERM	Osteolysis	1	TRUE
Osteolytic lesion				Osteolytic lesion	1	TRUE
Osteosarcoma metastatic	D012516	Osteosarcoma	REVERSE SUBSTRING MATCH	Osteosarcoma metastatic	1	TRUE
Osteosclerosis	D010026	Osteosclerosis	UMLS_MEDDRA	Osteosclerosis	1	TRUE
Other acne	D000152	Acne Vulgaris	REVERSE SUBSTRING MATCH	Other acne	1	TRUE
Other bacterial diseases				Other bacterial diseases	1	TRUE
Other disorders of eye				Other disorders of eye	1	TRUE
Other forms of epilepsy	D004827	Epilepsy	REVERSE SUBSTRING MATCH	Other forms of epilepsy	1	TRUE
Other scleritis	D015423	Scleritis	REVERSE SUBSTRING MATCH	Other scleritis	1	TRUE
Otitis media chronic	D010033	Otitis Media	REVERSE SUBSTRING MATCH	Otitis media chronic	1	TRUE
Otitis media serous	D010034	Otitis Media with Effusion	LOOKUP_REARRANGED	Otitis media serous	1	TRUE
Otorrhoea				Otorrhoea	1	TRUE
Otosalpingitis				Otosalpingitis	1	TRUE
Ovarian atrophy	D001284	Atrophy	REVERSE SUBSTRING MATCH	Ovarian atrophy	1	TRUE
Ovarian germ cell teratoma benign				Ovarian germ cell teratoma benign	1	TRUE
Ovarian haemorrhage	D006470	Hemorrhage	REVERSE SUBSTRING MATCH	Ovarian haemorrhage	1	TRUE
Ovulation disorder				Ovulation disorder	1	TRUE
Ovulation inhibited			FUZZY_MATCH	Ovulation inhibited	1	TRUE
Ovulation pain	D010146	Pain	REVERSE SUBSTRING MATCH	Ovulation pain	1	TRUE
Pain hunger	D010146	Pain	REVERSE SUBSTRING MATCH	Pain hunger	1	TRUE
Pain in elbow	D010146	Pain	REVERSE SUBSTRING MATCH	Pain in elbow	1	TRUE
Pain in fingers	D010146	Pain	REVERSE SUBSTRING MATCH	Pain in fingers	1	TRUE
Pain neck/shoulder	D010146	Pain	REVERSE SUBSTRING MATCH	Pain neck/shoulder	1	TRUE
Pain of lower extremities	D010146	Pain	REVERSE SUBSTRING MATCH	Pain of lower extremities	1	TRUE
Painful response to normal stimuli				Painful response to normal stimuli	1	TRUE
Pallanesthesia			FUZZY_MATCH	Pallanesthesia	1	TRUE
Palpable purpura	D011693	Purpura	REVERSE SUBSTRING MATCH	Palpable purpura	1	TRUE
Pancolitis				Pancolitis	1	TRUE
Pancreatic abscess	D000038	Abscess	REVERSE SUBSTRING MATCH	Pancreatic abscess	1	TRUE
Pancreatic enzymes abnormal				Pancreatic enzymes abnormal	1	TRUE
Pancreatic insufficiency	D010188	Exocrine Pancreatic Insufficiency	LOOKUP_EXACT_UMLS_TERM	Pancreatic insufficiency	1	TRUE
Pancreatic necrosis	D019283	Pancreatitis, Acute Necrotizing	LOOKUP_EXACT_UMLS_TERM	Pancreatic necrosis	1	TRUE
Pancreatitis acute on chronic	D010195	Pancreatitis	REVERSE SUBSTRING MATCH	Pancreatitis acute on chronic	1	TRUE
Pancreatitis aggravated	D010195	Pancreatitis	REVERSE SUBSTRING MATCH	Pancreatitis aggravated	1	TRUE
Pancreatitis due to biliary obstruction	D010195	Pancreatitis	REVERSE SUBSTRING MATCH	Pancreatitis due to biliary obstruction	1	TRUE
Panuveitis	D015864	Panuveitis	TERM_MATCH	Panuveitis	1	TRUE
Papillary muscle rupture			FUZZY_MATCH	Papillary muscle rupture	1	TRUE
Papillomatosis	D010212	Papilloma	LOOKUP_EXACT_UMLS_TERM	Papillomatosis	1	TRUE
Papulopustular rash	D005076	Exanthema	REVERSE SUBSTRING MATCH	Papulopustular rash	1	TRUE
Paracoccidioides infection	D010229	Paracoccidioidomycosis	MM_CUI	Paracoccidioides infection	1	TRUE
Paraesthesia foot	D010292	Paresthesia	MANUAL_CURATION	Paraesthesia foot	1	TRUE
Paraesthesia hand	D010292	Paresthesia	MANUAL_CURATION	Paraesthesia hand	1	TRUE
Paraesthesia skin	D010292	Paresthesia	MANUAL_CURATION	Paraesthesia skin	1	TRUE
Paraesthesias and dysaesthesias	D010292	Paresthesia	MANUAL_CURATION	Paraesthesias and dysaesthesias	1	TRUE
Parainfluenzae virus infection	D003141	Communicable Diseases	REVERSE SUBSTRING MATCH	Parainfluenzae virus infection	1	TRUE
Paraproteinaemia	D010265	Paraproteinemias	UMLS_MEDDRA	Paraproteinaemia	1	TRUE
Parasuicide	D013406	Suicide, Attempted	UMLS_MEDDRA	Parasuicide	1	TRUE
Parathyroid tumour	D010282	Parathyroid Neoplasms	CUI_MATCH	Parathyroid tumour	1	TRUE
Parathyroid tumour benign	D010282	Parathyroid Neoplasms	MANUAL_CURATION	Parathyroid tumour benign	1	TRUE
Paresthesia of fingers	D010292	Paresthesia	MANUAL_CURATION	Paresthesia of fingers	1	TRUE
Paresthesia of scalp	D010292	Paresthesia	MANUAL_CURATION	Paresthesia of scalp	1	TRUE
Parotid duct obstruction	D010305	Parotid Diseases	MANUAL_CURATION	Parotid duct obstruction	1	TRUE
Parotid gland inflammation	D010305	Parotid Diseases	MANUAL_CURATION	Parotid gland inflammation	1	TRUE
Paroxysmal atrial fibrillation	D001281	Atrial Fibrillation	LOOKUP_EXACT_UMLS_TERM	Paroxysmal atrial fibrillation	1	TRUE
Paroxysmal atrial tachycardia	D013614	Paroxysmal Tachycardia	MANUAL_CURATION	Paroxysmal atrial tachycardia	1	TRUE
Paroxysmal nocturnal haemoglobinuria	D006457	Hemoglobinuria, Paroxysmal	LOOKUP_EXACT_MEDDRA_TERM	Paroxysmal nocturnal haemoglobinuria	1	TRUE
Paroxysmal ventricular tachycardia	D013614	Paroxysmal Tachycardia	MANUAL_CURATION	Paroxysmal ventricular tachycardia	1	TRUE
Pars planitis	D015868	Pars Planitis	EFO_MAP	Pars planitis	1	TRUE
Pectus excavatum	D005660	Funnel Chest	CUI_MATCH	Pectus excavatum	1	TRUE
Pedal pulse decreased				Pedal pulse decreased	1	TRUE
Pelvi-ureteric obstruction	D014517	Ureteral Obstruction	REVERSE SUBSTRING MATCH	Pelvi-ureteric obstruction	1	TRUE
Pelvic abscess	D034161	Pelvic Infection	MANUAL_CURATION	Pelvic abscess	1	TRUE
Pelvic fracture	D050723	Fractures, Bone	REVERSE SUBSTRING MATCH	Pelvic fracture	1	TRUE
Pelvic haematoma	D006406	Hematoma	REVERSE SUBSTRING MATCH	Pelvic haematoma	1	TRUE
Pelvic haemorrhage	D006470	Hemorrhage	REVERSE SUBSTRING MATCH	Pelvic haemorrhage	1	TRUE
Pelvic neoplasm	D010386	Pelvic Neoplasms	CUI_MATCH	Pelvic neoplasm	1	TRUE
Pelvic pain female	D010146	Pain	REVERSE SUBSTRING MATCH	Pelvic pain female	1	TRUE
Pelvic peritoneal adhesions				Pelvic peritoneal adhesions	1	TRUE
Pelvic peritonitis	D010538	Peritonitis	REVERSE SUBSTRING MATCH	Pelvic peritonitis	1	TRUE
Penile curvature				Penile curvature	1	TRUE
Penile haematoma	D006406	Hematoma	REVERSE SUBSTRING MATCH	Penile haematoma	1	TRUE
Perceptual distortions	D010469	Perceptual Distortion	CUI_MATCH	Perceptual distortions	1	TRUE
Performance status decreased				Performance status decreased	1	TRUE
Pericardial disease				Pericardial disease	1	TRUE
Pericardial rub				Pericardial rub	1	TRUE
Peridiverticular abscess	D000038	Abscess	REVERSE SUBSTRING MATCH	Peridiverticular abscess	1	TRUE
Perineal abscess	D000038	Abscess	REVERSE SUBSTRING MATCH	Perineal abscess	1	TRUE
Perineal injury	D014947	Wounds and Injuries	REVERSE SUBSTRING MATCH	Perineal injury	1	TRUE
Perineal laceration	D022125	Lacerations	REVERSE SUBSTRING MATCH	Perineal laceration	1	TRUE
Perineal pain female	D010146	Pain	REVERSE SUBSTRING MATCH	Perineal pain female	1	TRUE
Perinephric collection			FUZZY_MATCH	Perinephric collection	1	TRUE
Perioral paraesthesia	D010292	Paresthesia	REVERSE SUBSTRING MATCH	Perioral paraesthesia	1	TRUE
Periorbital pain	D010146	Pain	REVERSE SUBSTRING MATCH	Periorbital pain	1	TRUE
Peripheral arterial disease	D058729	Peripheral Arterial Disease	CUI_MATCH	Peripheral arterial disease	1	TRUE
Peripheral artery aneurysm	D058729	Peripheral Arterial Disease	MANUAL_CURATION	Peripheral artery aneurysm	1	TRUE
Peripheral artery thrombosis	D058729	Peripheral Arterial Disease	MANUAL_CURATION	Peripheral artery thrombosis	1	TRUE
Peripheral neuropathy aggravated	D010523	Peripheral Nervous System Diseases	MANUAL_CURATION	Peripheral neuropathy aggravated	1	TRUE
Perirenal haematoma	D006406	Hematoma	REVERSE SUBSTRING MATCH	Perirenal haematoma	1	TRUE
Peritoneal adhesions				Peritoneal adhesions	1	TRUE
Peritoneal cloudy effluent				Peritoneal cloudy effluent	1	TRUE
Peritoneal infection	D003141	Communicable Diseases	REVERSE SUBSTRING MATCH	Peritoneal infection	1	TRUE
Peritonitis bacterial	D010538	Peritonitis	REVERSE SUBSTRING MATCH	Peritonitis bacterial	1	TRUE
Peritonsillitis				Peritonsillitis	1	TRUE
Periungual erythema	D004890	Erythema	REVERSE SUBSTRING MATCH	Periungual erythema	1	TRUE
Persistent cough	D003371	Cough	REVERSE SUBSTRING MATCH	Persistent cough	1	TRUE
Persistent foetal circulation	C536590	Alveolar capillary dysplasia	EFO_MAP	Persistent foetal circulation	1	TRUE
Petit mal status, epileptic				Petit mal status, epileptic	1	TRUE
pH urine decreased				pH urine decreased	1	TRUE
pH urine increased				pH urine increased	1	TRUE
Phantom limb pain	D010591	Phantom Limb	CUI_MATCH	Phantom limb pain	1	TRUE
Phantom pain	D010591	Phantom Limb	CUI_MATCH	Phantom pain	1	TRUE
Pharyngeal mucositis	D052016	Mucositis	REVERSE SUBSTRING MATCH	Pharyngeal mucositis	1	TRUE
Pharyngitis ulcerative	D010612	Pharyngitis	REVERSE SUBSTRING MATCH	Pharyngitis ulcerative	1	TRUE
Pharyngo-oral irritation				Pharyngo-oral irritation	1	TRUE
Phocomelia	D004480	Ectromelia	LOOKUP_EXACT_UMLS_TERM	Phocomelia	1	TRUE
Phonological disorder	D001184	Articulation Disorders	MM_CUI	Phonological disorder	1	TRUE
Phosphate increased	D010710	Phosphates	LOOKUP_TRIMMED_UMLS_TERM	Phosphate increased	1	TRUE
Phosphate low				Phosphate low	1	TRUE
Photocontact dermatitis	D017454	Dermatitis, Photoallergic	MM_CUI	Photocontact dermatitis	1	TRUE
Photodamaged skin				Photodamaged skin	1	TRUE
Photoonycholysis			FUZZY_MATCH	Photoonycholysis	1	TRUE
Physical wandering				Physical wandering	1	TRUE
Pica	D010842	Pica	TERM_MATCH	Pica	1	TRUE
Pigment dispersion syndrome				Pigment dispersion syndrome	1	TRUE
Pituitary hormone deficiency				Pituitary hormone deficiency	1	TRUE
Pituitary microadenoma				Pituitary microadenoma	1	TRUE
Pityriasis lichenoides et varioliformis acuta	D017514	Pityriasis Lichenoides	LOOKUP_EXACT_UMLS_TERM	Pityriasis lichenoides et varioliformis acuta	1	TRUE
Placental disorder	D010922	Placenta Diseases	CUI_MATCH	Placental disorder	1	TRUE
Plantar erythema	D004890	Erythema	REVERSE SUBSTRING MATCH	Plantar erythema	1	TRUE
Plantar warts	D014860	Warts	REVERSE SUBSTRING MATCH	Plantar warts	1	TRUE
Plasma calcium decreased				Plasma calcium decreased	1	TRUE
Plasma cell leukaemia	D007952	Leukemia, Plasma Cell	CUI_MATCH	Plasma cell leukaemia	1	TRUE
Plasma cholesterol increased				Plasma cholesterol increased	1	TRUE
Plasma osmolality decreased				Plasma osmolality decreased	1	TRUE
Plasma osmolality increased	D009994	Osmolar Concentration	REVERSE SUBSTRING MATCH	Plasma osmolality increased	1	TRUE
Plasma triglycerides increased				Plasma triglycerides increased	1	TRUE
Plasmodium falciparum infection	D001742	Blackwater Fever	CUI_MATCH	Plasmodium falciparum infection	1	TRUE
Platelet aggregation abnormal	D010974	Platelet Aggregation	REVERSE SUBSTRING MATCH	Platelet aggregation abnormal	1	TRUE
Platelet aggregation increased	D010974	Platelet Aggregation	LOOKUP_TRIMMED_UMLS_TERM	Platelet aggregation increased	1	TRUE
Platelet aggregation inhibition	D010974	Platelet Aggregation	REVERSE SUBSTRING MATCH	Platelet aggregation inhibition	1	TRUE
Platelet count normal	D010976	Platelet Count	REVERSE SUBSTRING MATCH	Platelet count normal	1	TRUE
Platelet dysfunction				Platelet dysfunction	1	TRUE
Platelet production decreased				Platelet production decreased	1	TRUE
Plateletcrit decreased	D001791	Blood Platelet Disorders	DATASETS_XREF	Plateletcrit decreased	1	TRUE
Pleural infection	D003141	Communicable Diseases	REVERSE SUBSTRING MATCH	Pleural infection	1	TRUE
Pneumatosis				Pneumatosis	1	TRUE
Pneumocystis carinii infection	D016720	Pneumocystis Infections	MM_CUI	Pneumocystis carinii infection	1	TRUE
Pneumomediastinum	D008478	Mediastinal Emphysema	CUI_MATCH	Pneumomediastinum	1	TRUE
Pneumonia anthrax	D011014	Pneumonia	REVERSE SUBSTRING MATCH	Pneumonia anthrax	1	TRUE
Pneumonia cytomegaloviral	D011014	Pneumonia	REVERSE SUBSTRING MATCH	Pneumonia cytomegaloviral	1	TRUE
Pneumonia hypostatic	D011014	Pneumonia	REVERSE SUBSTRING MATCH	Pneumonia hypostatic	1	TRUE
Pneumonia mycoplasmal	D011019	Pneumonia, Mycoplasma	CUI_MATCH	Pneumonia mycoplasmal	1	TRUE
Pneumopericardium	D011026	Pneumopericardium	TERM_MATCH	Pneumopericardium	1	TRUE
Poikilocytosis				Poikilocytosis	1	TRUE
Polyangiitis	D056647	Systemic Vasculitis	CUI_MATCH	Polyangiitis	1	TRUE
Polyarthropathy				Polyarthropathy	1	TRUE
Polycystic ovaries	D011085	Polycystic Ovary Syndrome	UMLS_MEDDRA	Polycystic ovaries	1	TRUE
Polydipsia psychogenic	D059607	Polydipsia, Psychogenic	CUI_MATCH	Polydipsia psychogenic	1	TRUE
Polyhydramnios	D006831	Polyhydramnios	MM_CUI	Polyhydramnios	1	TRUE
Poor concentration			FUZZY_MATCH	Poor concentration	1	TRUE
Poor urinary stream				Poor urinary stream	1	TRUE
Porphyria aggravated				Porphyria aggravated	1	TRUE
Post procedural constipation	D003248	Constipation	REVERSE SUBSTRING MATCH	Post procedural constipation	1	TRUE
Post procedural diarrhoea	D003967	Diarrhea	REVERSE SUBSTRING MATCH	Post procedural diarrhoea	1	TRUE
Post procedural discharge				Post procedural discharge	1	TRUE
Post procedural nausea	D009325	Nausea	REVERSE SUBSTRING MATCH	Post procedural nausea	1	TRUE
Post procedural oedema	D004487	Edema	REVERSE SUBSTRING MATCH	Post procedural oedema	1	TRUE
Post transplant diabetes mellitus	D003920	Diabetes Mellitus	REVERSE SUBSTRING MATCH	Post transplant diabetes mellitus	1	TRUE
Post-traumatic neck syndrome	D014911	Whiplash Injuries	CUI_MATCH	Post-traumatic neck syndrome	1	TRUE
Post-tussive vomiting	D014839	Vomiting	REVERSE SUBSTRING MATCH	Post-tussive vomiting	1	TRUE
Posterior capsule opacification				Posterior capsule opacification	1	TRUE
Posterior synechiae of iris				Posterior synechiae of iris	1	TRUE
Posterior uveitis	D015866	Uveitis, Posterior	CUI_MATCH	Posterior uveitis	1	TRUE
Posterior vitreous detachment	D020255	Vitreous Detachment	LOOKUP_EXACT_UMLS_TERM	Posterior vitreous detachment	1	TRUE
Postictal state			FUZZY_MATCH	Postictal state	1	TRUE
Postinfarction				Postinfarction	1	TRUE
Postinfarction angina				Postinfarction angina	1	TRUE
Postmenopausal haemorrhage	D006470	Hemorrhage	REVERSE SUBSTRING MATCH	Postmenopausal haemorrhage	1	TRUE
Postmenopausal spotting				Postmenopausal spotting	1	TRUE
Postoperative constipation	D003248	Constipation	REVERSE SUBSTRING MATCH	Postoperative constipation	1	TRUE
Postoperative fever	D005334	Fever	REVERSE SUBSTRING MATCH	Postoperative fever	1	TRUE
Postoperative hypertension	D006973	Hypertension	REVERSE SUBSTRING MATCH	Postoperative hypertension	1	TRUE
Postoperative ileus	D045823	Ileus	REVERSE SUBSTRING MATCH	Postoperative ileus	1	TRUE
Postpartum disorder	D011644	Puerperal Disorders	CUI_MATCH	Postpartum disorder	1	TRUE
Potassium abnormal NOS	D011188	Potassium	REVERSE SUBSTRING MATCH	Potassium abnormal NOS	1	TRUE
Potassium imbalance	D011188	Potassium	REVERSE SUBSTRING MATCH	Potassium imbalance	1	TRUE
Pregnancy disorder	D011247	Pregnancy	REVERSE SUBSTRING MATCH	Pregnancy disorder	1	TRUE
Pregnancy loss	D011247	Pregnancy	REVERSE SUBSTRING MATCH	Pregnancy loss	1	TRUE
Prehypertension	D058246	Prehypertension	TERM_MATCH	Prehypertension	1	TRUE
Premature separation of placenta	D000037	Abruptio Placentae	EFO_MAP	Premature separation of placenta	1	TRUE
Presbyopia	D011305	Presbyopia	TERM_MATCH	Presbyopia	1	TRUE
Pressure of speech	D011312	Pressure	REVERSE SUBSTRING MATCH	Pressure of speech	1	TRUE
Primary graft dysfunction	D055031	Primary Graft Dysfunction	CUI_MATCH	Primary graft dysfunction	1	TRUE
Proctitis herpes	D011349	Proctitis	REVERSE SUBSTRING MATCH	Proctitis herpes	1	TRUE
Proctitis ulcerative	D011349	Proctitis	REVERSE SUBSTRING MATCH	Proctitis ulcerative	1	TRUE
Prolactinoma	D015175	Prolactinoma	EFO_MAP	Prolactinoma	1	TRUE
Prostate cancer metastatic	D011471	Prostatic Neoplasms	REVERSE SUBSTRING MATCH	Prostate cancer metastatic	1	TRUE
Prostatic acid phosphatase increased	C428439	prostatic acid phosphatase	LOOKUP_TRIMMED_UMLS_TERM	Prostatic acid phosphatase increased	1	TRUE
Prosthetic cardiac valve thrombosis	D013927	Thrombosis	REVERSE SUBSTRING MATCH	Prosthetic cardiac valve thrombosis	1	TRUE
Protein C deficiency	D020151	Protein C Deficiency	CUI_MATCH	Protein C deficiency	1	TRUE
Protein-losing gastroenteropathy				Protein-losing gastroenteropathy	1	TRUE
Prothrombin time abnormal				Prothrombin time abnormal	1	TRUE
Prothrombin time ratio				Prothrombin time ratio	1	TRUE
Proximal renal tubular acidosis	D000141	Acidosis, Renal Tubular	LOOKUP_EXACT_UMLS_TERM	Proximal renal tubular acidosis	1	TRUE
Pruritus NEC	D011537	Pruritus	REVERSE SUBSTRING MATCH	Pruritus NEC	1	TRUE
Pseudo-Bartter syndrome				Pseudo-Bartter syndrome	1	TRUE
Pseudodementia	D005162	Factitious Disorders	LOOKUP_EXACT_UMLS_TERM	Pseudodementia	1	TRUE
Pseudofolliculitis barbae	C563016	Pseudofolliculitis Barbae	UMLS_MEDDRA	Pseudofolliculitis barbae	1	TRUE
Pseudohyperkalaemia				Pseudohyperkalaemia	1	TRUE
Pseudomonal sepsis	D018805	Sepsis	REVERSE SUBSTRING MATCH	Pseudomonal sepsis	1	TRUE
Pseudomononucleosis				Pseudomononucleosis	1	TRUE
Psoriatic arthropathy	D015535	Arthritis, Psoriatic	CUI_MATCH	Psoriatic arthropathy	1	TRUE
Psoriatic plaque				Psoriatic plaque	1	TRUE
Psychiatric decompensation				Psychiatric decompensation	1	TRUE
Psychiatric evaluation abnormal				Psychiatric evaluation abnormal	1	TRUE
Psychic disturbance				Psychic disturbance	1	TRUE
Psychosis depressive	D011618	Psychotic Disorders	MANUAL_CURATION	Psychosis depressive	1	TRUE
Pterygium	D011625	Pterygium	UMLS_MEDDRA	Pterygium	1	TRUE
Pulmonary alveolitis				Pulmonary alveolitis	1	TRUE
Pulmonary function test abnormal				Pulmonary function test abnormal	1	TRUE
Pulmonary granuloma	D006099	Granuloma	REVERSE SUBSTRING MATCH	Pulmonary granuloma	1	TRUE
Pulmonary hypoplasia				Pulmonary hypoplasia	1	TRUE
Pulmonary lymphoma	D008223	Lymphoma	REVERSE SUBSTRING MATCH	Pulmonary lymphoma	1	TRUE
Pulmonary microemboli				Pulmonary microemboli	1	TRUE
Pulmonary oil microembolism				Pulmonary oil microembolism	1	TRUE
Pulmonary ossification				Pulmonary ossification	1	TRUE
Pulmonary thromboembolism	D011655	Pulmonary Embolism	LOOKUP_EXACT_UMLS_TERM	Pulmonary thromboembolism	1	TRUE
Pulmonary valve incompetence	D011665	Pulmonary Valve Insufficiency	MM_CUI	Pulmonary valve incompetence	1	TRUE
Pulse rate decrease marked				Pulse rate decrease marked	1	TRUE
Punctate epithelial erosion				Punctate epithelial erosion	1	TRUE
Puncture site pain	D010146	Pain	REVERSE SUBSTRING MATCH	Puncture site pain	1	TRUE
Puncture site reaction				Puncture site reaction	1	TRUE
Pupillary deformity				Pupillary deformity	1	TRUE
Pupillary reflex impaired				Pupillary reflex impaired	1	TRUE
Purine metabolism disorder				Purine metabolism disorder	1	TRUE
Purple glove syndrome				Purple glove syndrome	1	TRUE
Purple toes syndrome				Purple toes syndrome	1	TRUE
Purpura fulminans	D055665	Purpura Fulminans	CUI_MATCH	Purpura fulminans	1	TRUE
Purpura senile	D011693	Purpura	REVERSE SUBSTRING MATCH	Purpura senile	1	TRUE
Pyelitis	D011702	Pyelitis	TERM_MATCH	Pyelitis	1	TRUE
Pyelonephritis acute	D011704	Pyelonephritis	LOOKUP_TRIMMED_MEDDRA_TERM	Pyelonephritis acute	1	TRUE
Pyelonephritis chronic	D011704	Pyelonephritis	REVERSE SUBSTRING MATCH	Pyelonephritis chronic	1	TRUE
Pyometra	D055112	Pyometra	TERM_MATCH	Pyometra	1	TRUE
Pyramidal tract syndrome				Pyramidal tract syndrome	1	TRUE
QRS voltage decreased				QRS voltage decreased	1	TRUE
Radiation myelopathy				Radiation myelopathy	1	TRUE
Radiation oesophagitis	D004941	Esophagitis	REVERSE SUBSTRING MATCH	Radiation oesophagitis	1	TRUE
